2.413777214116143544e+00,9.933656003485182850e-01,0.000000000000000000e+00,1.317111619508172016e+00,4.237094718938153037e-01,7.215767446978943456e-02,5.120176633766431173e-01,2.111563740898305952e-01,6.254693471876757727e-01,0.000000000000000000e+00,1.790526507035858361e-02,0.000000000000000000e+00,6.940492403872903227e-01,1.217988129485524373e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.243740597161370864e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.516080954308701934e+00,2.897424655200234733e-01,8.986957166185263191e-01,3.253329063358128548e-01,1.813258606335251599e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.142315647694873260e+00,2.088901997589268866e+00,6.693575815045075261e-01,3.677568266198717462e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.268861058131443564e-01,0.000000000000000000e+00,1.135244305312911595e-02,5.501738084548967178e-01,0.000000000000000000e+00
4.812544394657848557e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.540403019822905950e-01,1.352106912250595760e-01,3.242481308663086037e-01,0.000000000000000000e+00,3.764028597370776968e-02,3.408158503086324703e-02,0.000000000000000000e+00,6.283024292383834752e-02,0.000000000000000000e+00,5.419198636773722155e-01,2.241617433556260419e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.080065088022752695e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.986452375013938232e+00,0.000000000000000000e+00,6.835234780608041572e-01,4.036667593458933556e-01,8.317081457429702507e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.796921085982642219e-01,1.432232157040850495e+00,2.583813626784836059e-01,3.553465381334180440e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.489682503541564174e+00,0.000000000000000000e+00,1.262280530241683685e-01,0.000000000000000000e+00,1.625856508081919283e-01,5.225401798717471680e-01,0.000000000000000000e+00
9.809376169948449409e-01,4.392147105725359157e-01,0.000000000000000000e+00,1.541453524963134480e+00,1.294542667131624913e+00,7.886552779722637296e-02,0.000000000000000000e+00,1.487131589029393741e-01,3.138972990029511023e-01,0.000000000000000000e+00,6.762675813556529025e-02,0.000000000000000000e+00,9.613421320703545714e-01,8.489045841374858181e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.482077686070714106e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.588300785430892148e+00,6.995831309649034324e-01,1.705220638654829646e+00,4.083969376777273896e-01,1.036741115622277221e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.863162912060826848e+00,2.003870561462278044e+00,8.835462386207152408e-01,4.133943070930944930e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.664227499239242736e-01,0.000000000000000000e+00,7.078576478055635945e-01,0.000000000000000000e+00,2.600508163627551772e-01,1.259812150774747730e+00,0.000000000000000000e+00
2.788439607905037310e+00,8.731963685452017732e-01,0.000000000000000000e+00,9.235969822385856620e-01,5.866593016973575825e-01,2.839624598682800594e-01,3.478628673235683699e+00,1.565725741255932224e-01,4.157032490592046936e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.649632852543551076e-01,1.277304338404950501e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.859745167406062327e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.718889581548471490e+00,3.663473381688338026e-01,6.324282703262411598e-01,3.102201091089603624e-01,1.549965979038821828e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.524018985576238050e-01,1.907669961896526933e+00,6.394680752823592718e-01,3.793903884936050686e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.407486821229201879e-01,0.000000000000000000e+00,3.750525377028507412e-02,6.186670475687048310e-01,0.000000000000000000e+00
5.296149245447132614e+00,3.495843265938622380e-02,0.000000000000000000e+00,5.380138372451284123e-01,7.899609869707838183e-02,4.419143192248236041e-01,0.000000000000000000e+00,1.815464213173405630e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.474568821260821228e-01,2.065055022166016663e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.641114941106152303e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.837704039844192616e+00,0.000000000000000000e+00,4.837028042473177636e-01,4.171972804477968033e-01,5.153328080272114864e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.324248677150369091e-01,1.532992910114374663e+00,3.332805005861314007e-01,3.188298341216851961e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.225587793206919685e+00,0.000000000000000000e+00,1.915412875104163248e-01,0.000000000000000000e+00,9.964097490971447757e-02,4.945965460136899083e-01,0.000000000000000000e+00
1.838716392001996880e+00,6.468288100605794622e-01,0.000000000000000000e+00,1.589902069769673076e+00,6.098884792775806085e-01,1.599142957700891432e-01,0.000000000000000000e+00,1.522373475428444589e-01,4.650554996175924050e-01,0.000000000000000000e+00,7.325397783691445230e-02,0.000000000000000000e+00,6.539761065254861006e-01,6.981401985414151801e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.305188800866861509e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.676216006502553535e+00,4.509292154664187313e-01,1.025044392452174380e+00,3.718152430341636339e-01,1.478270373511553215e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.429641987468292186e+00,2.035112530720918134e+00,7.312014641336057608e-01,3.571548091390892576e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.606677231092237035e-01,0.000000000000000000e+00,2.539286338558901512e-01,0.000000000000000000e+00,6.337818730879132834e-02,8.118206749047719439e-01,0.000000000000000000e+00
2.013590692508161251e+00,5.917580806299270746e-01,0.000000000000000000e+00,1.361541052256812767e+00,9.477657488785029560e-01,2.655709572823706566e+00,0.000000000000000000e+00,2.110365825105091631e-01,2.856632741405683018e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.145859879614523402e-01,2.288936843165026769e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.431173943116708758e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.633152716990998066e+00,6.037975502622382473e-01,1.552787434963772029e+00,4.461015804328368195e-01,9.355349430148912626e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.428303563595811454e+00,1.439086418121073407e+00,6.514803189243814074e-01,2.533421176834853017e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.693454972186748897e-01,0.000000000000000000e+00,4.234694849736400646e-01,0.000000000000000000e+00,3.310449733014344392e-02,9.205306853703458803e-01,0.000000000000000000e+00
2.284122719029489268e+00,7.054047737359327996e-01,0.000000000000000000e+00,1.515134278477186625e+00,3.191675908221239255e-01,2.190382897515501803e-01,0.000000000000000000e+00,1.497564767920454010e-01,5.005133528524978725e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.881063597001949805e-01,7.960903440134385889e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.560021753948812151e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.352035658731745915e+00,3.331483169252056342e-01,7.424910752270402758e-01,3.329470174602652266e-01,1.626480487930914265e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.203144969814288645e+00,2.124073141373771012e+00,7.085398235289281921e-01,3.380040592640180530e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.063054326020883150e-01,0.000000000000000000e+00,1.062653787549098644e-01,0.000000000000000000e+00,2.319319680248353721e-02,6.925443795146584147e-01,0.000000000000000000e+00
4.275169029100994500e+00,7.340649545785969954e-01,0.000000000000000000e+00,7.455745147226059411e-01,3.687344367903602205e-01,7.261506186409395491e-01,4.759965106473443619e+00,0.000000000000000000e+00,5.775769520030700488e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.622732673103581602e-01,2.043850400601756157e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.695199822256954869e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.133503724812022551e+00,3.685873980470271150e-01,3.214029754492703783e-01,2.572266239319422887e-01,6.319550685647848942e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.813121072776320730e-01,2.864376395409716114e+00,8.078574631641705084e-01,5.257209333879359070e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.527305358675576957e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.187395163398743625e-01,0.000000000000000000e+00
2.157784162688580309e+00,8.915501771322594804e-01,0.000000000000000000e+00,1.303229316716421726e+00,8.172294356269592663e-01,0.000000000000000000e+00,4.639454869465757803e-01,1.802157679755366504e-01,6.742884546173144589e-01,0.000000000000000000e+00,7.046174682333393446e-02,0.000000000000000000e+00,6.069484319197183675e-01,2.986636955433082719e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.170817041890308996e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.297888446433327125e+00,3.235433769554550421e-01,1.783340759553209365e+00,5.190424183141888470e-01,1.606911914768762717e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.591453553769631046e+00,1.720522687493035052e+00,6.649698533055654615e-01,3.485028465470026426e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.520543715853997613e-01,0.000000000000000000e+00,5.089088152758160233e-02,7.403701418980955795e-01,0.000000000000000000e+00
